ean,descricao_normalizada,PROD,PROD_X,TIPO,MARCA,MARCA_X,EMBAL,PESO
57896015210156,ARROZ BRANCO TIPO 1 EXTREMO SUL FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,EXTREMO SUL,,FARDO,5KG
7896015210113,ARROZ BRANCO TIPO 1 EXTREMO SUL PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,EXTREMO SUL,,PACOTE,1KG
7896015210151,ARROZ BRANCO TIPO 1 EXTREMO SUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,EXTREMO SUL,,PACOTE,5KG
7896362700084,ARROZ BRANCO TIPO 1 FABIANA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FABIANA,,PACOTE,5KG
7898137670011,ARROZ BRANCO TIPO 1 FACHINI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FACHINI,,PACOTE,5KG
7896432300206,ARROZ BRANCO TIPO 1 FAIXA NOBRE EXTRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAIXA NOBRE,EXTRA,PACOTE,5KG
7896432300145,ARROZ BRANCO TIPO 1 FAIXA NOBRE PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAIXA NOBRE,,PACOTE,1KG
7896432300190,ARROZ BRANCO TIPO 1 FAIXA NOBRE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAIXA NOBRE,,PACOTE,5KG
7896086419941,ARROZ BRANCO TIPO 1 FAMIL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAMIL,,PACOTE,5KG
17896584300229,ARROZ BRANCO TIPO 1 FANTASTICO FARDO 10 X 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,,FARDO,1KG
7896584300215,ARROZ BRANCO TIPO 1 FANTASTICO GRAOS NOBRES PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,GRAOS NOBRES,PACOTE,1KG
7896584300055,ARROZ BRANCO TIPO 1 FANTASTICO GRAOS NOBRES PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,GRAOS NOBRES,PACOTE,2KG
7896584300017,ARROZ BRANCO TIPO 1 FANTASTICO GRAOS NOBRES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,GRAOS NOBRES,PACOTE,5KG
37896584300018,ARROZ BRANCO TIPO 1 FANTASTICO GRAOS NOBRES PACOTE FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,GRAOS NOBRES,FARDO,5KG
7896584300598,ARROZ BRANCO TIPO 1 FANTASTICO PREMIUM PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,PREMIUM,PACOTE,1KG
7896584300581,ARROZ BRANCO TIPO 1 FANTASTICO PREMIUM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,PREMIUM,PACOTE,2KG
7896584300574,ARROZ BRANCO TIPO 1 FANTASTICO PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FANTASTICO,PREMIUM,PACOTE,5KG
7898025840052,ARROZ BRANCO TIPO 1 FAVARIN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAVARIN,,PACOTE,5KG
7897107800076,ARROZ BRANCO TIPO 1 FAVORITO TRADICIONAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAVORITO,TRADICIONAL,PACOTE,5KG
7896938000259,ARROZ BRANCO TIPO 1 FAZENDA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FAZENDA,,PACOTE,5KG
7896503501037,ARROZ BRANCO TIPO 1 FELGRAN NOBRE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FELGRAN,NOBRE,PACOTE,5KG
7896503501044,ARROZ BRANCO TIPO 1 FELGRAN TRADICIONAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FELGRAN,TRADICIONAL,PACOTE,5KG
7898340170018,ARROZ BRANCO TIPO 1 FICA SOLTO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FICA SOLTO,,PACOTE,5KG
781596139618,ARROZ BRANCO TIPO 1 FIGHERA PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FIGHERA,,PACOTE,1KG
781596139625,ARROZ BRANCO TIPO 1 FIGHERA PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,FIGHERA,,PACOTE,2KG
781596139656,ARROZ BRANCO TIPO 1 FIGHERA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FIGHERA,,PACOTE,5KG
7899559110024,ARROZ BRANCO TIPO 1 FILETO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FILETO,,PACOTE,1KG
7899559110031,ARROZ BRANCO TIPO 1 FILETTO PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FILETTO,PREMIUM,PACOTE,5KG
7899559110017,ARROZ BRANCO TIPO 1 FILETTO TRADICIONAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FILETTO,TRADICIONAL,PACOTE,5KG
7898018160136,ARROZ BRANCO TIPO 1 FOFINHO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOFINHO,,PACOTE,1KG
7898018160044,ARROZ BRANCO TIPO 1 FOFINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOFINHO,,PACOTE,5KG
7897351150132,ARROZ BRANCO TIPO 1 FOGAO A LENHA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOGAO A LENHA,,PACOTE,5KG
7898945807043,ARROZ BRANCO TIPO 1 FOLETTO GOLD PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOLETTO,GOLD,PACOTE,5KG
7898945807036,ARROZ BRANCO TIPO 1 FOLETTO OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOLETTO,OURO,PACOTE,5KG
7898945807029,ARROZ BRANCO TIPO 1 FOLETTO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOLETTO,,PACOTE,1KG
7898945807012,ARROZ BRANCO TIPO 1 FOLETTO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOLETTO,,PACOTE,5KG
7898289370036,ARROZ BRANCO TIPO 1 FOLHA VERDE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FOLHA VERDE,,PACOTE,5KG
7896415400572,ARROZ BRANCO TIPO 1 FONSECA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FONSECA,,PACOTE,5KG
7897351150118,ARROZ BRANCO TIPO 1 FONSECA PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FONSECA,PREMIUM,PACOTE,5KG
7898936640536,ARROZ BRANCO TIPO 1 FORTSUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FORTSUL,,PACOTE,5KG
7896368010552,ARROZ BRANCO TIPO 1 FORTUNA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FORTUNA,,PACOTE,5KG
7896655800040,ARROZ BRANCO TIPO 1 FRANCO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,FRANCO,,PACOTE,2KG
7896655800019,ARROZ BRANCO TIPO 1 FRANCO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FRANCO,,PACOTE,5KG
7896084700362,ARROZ BRANCO TIPO 1 FUMACENSE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FUMACENSE,,PACOTE,5KG
7897071389584,ARROZ BRANCO TIPO 1 FURSUL MESA FINA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FURSUL,MESA FINA,PACOTE,5KG
7897071389577,ARROZ BRANCO TIPO 1 FURSUL PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,FURSUL,,PACOTE,2KG
7897071389515,ARROZ BRANCO TIPO 1 FURSUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,FURSUL,,PACOTE,5KG
7897342300355,ARROZ BRANCO TIPO 1 GABY PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GABY,,PACOTE,5KG
7896761400011,ARROZ BRANCO TIPO 1 GAIVOTA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAIVOTA,,PACOTE,5KG
7896517602034,ARROZ BRANCO TIPO 1 GAMADINHO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAMADINHO,,PACOTE,2KG
7896517602010,ARROZ BRANCO TIPO 1 GAMADINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAMADINHO,,PACOTE,5KG
7898333280014,ARROZ BRANCO TIPO 1 GARCIA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GARCIA,,PACOTE,5KG
7896377300088,ARROZ BRANCO TIPO 1 GARDENALLI MAX PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GARDENALLI,MAX,PACOTE,1KG
7898955107317,ARROZ BRANCO TIPO 1 GARDENALLI PREMIUM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GARDENALLI,PREMIUM,PACOTE,2KG
7898955107300,ARROZ BRANCO TIPO 1 GARDENALLI PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GARDENALLI,PREMIUM,PACOTE,5KG
7898008920030,ARROZ BRANCO TIPO 1 GARFO DE PRATA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GARFO DE PRATA,,PACOTE,5KG
7896046400019,ARROZ BRANCO TIPO 1 GAUCHITO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAUCHITO,,PACOTE,5KG
7898909348018,ARROZ BRANCO TIPO 1 GAUCHO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAUCHO,,PACOTE,1KG
7898909348025,ARROZ BRANCO TIPO 1 GAUCHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAUCHO,,PACOTE,5KG
7896465200061,ARROZ BRANCO TIPO 1 GAZELA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GAZELA,,PACOTE,5KG
7898945993067,ARROZ BRANCO TIPO 1 GIBARROZ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GIBARROZ,,PACOTE,5KG
7896645772586,ARROZ BRANCO TIPO 1 GIGANTAO PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GIGANTAO,PREMIUM,PACOTE,5KG
7898930685083,ARROZ BRANCO TIPO 1 GOSTO BRASIL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GOSTO BRASIL,,PACOTE,5KG
7898008920511,ARROZ BRANCO TIPO 1 GOSTOSAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GOSTOSAO,,PACOTE,5KG
7896754600503,ARROZ BRANCO TIPO 1 GRADIADOR PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRADIADOR,,PACOTE,5KG
7896099002222,ARROZ BRANCO TIPO 1 GRAN BELLE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAN BELLE,,PACOTE,5KG
7896283522772,ARROZ BRANCO TIPO 1 GRAN RESERVA P,ARROZ,BRANCO,TIPO 1,GRAN RESERVA,,,
7897128055547,ARROZ BRANCO TIPO 1 GRANADO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRANADO,,PACOTE,1KG
7897128055592,ARROZ BRANCO TIPO 1 GRANADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRANADO,,PACOTE,5KG
713586534028,ARROZ BRANCO TIPO 1 GRANDE CIDADE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRANDE CIDADE,,PACOTE,5KG
7897321511864,ARROZ BRANCO TIPO 1 GRANJA GAUCHA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRANJA GAUCHA,,PACOTE,5KG
7896291100016,ARROZ BRANCO TIPO 1 GRANJEIRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRANJEIRO,,PACOTE,5KG
7897653400089,ARROZ BRANCO TIPO 1 GRAO CLASSE A PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,CLASSE A,,PACOTE,5KG
7897609501945,ARROZ BRANCO TIPO 1 GRAO CRISTAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO CRSITAL,,PACOTE,5KG
7898084602035,ARROZ BRANCO TIPO 1 GRAO DA TERRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DA TERRA,,PACOTE,5KG
17896901200089,ARROZ BRANCO TIPO 1 GRAO DE CAMPO FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE CAMPO,,FARDO,5KG
7896901200419,ARROZ BRANCO TIPO 1 GRAO DE CAMPO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE CAMPO,,PACOTE,1KG
7896901200099,ARROZ BRANCO TIPO 1 GRAO DE CAMPO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE CAMPO,,PACOTE,2KG
7896901200082,ARROZ BRANCO TIPO 1 GRAO DE CAMPO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE CAMPO,,PACOTE,5KG
17896901200096,ARROZ BRANCO TIPO 1 GRAO DE CAMPO PACOTE FARDO 15 X 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE CAMPO,,FARDO,2KG
7896432300022,ARROZ BRANCO TIPO 1 GRAO DE LUXO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE LUXO,,PACOTE,5KG
7898943071590,ARROZ BRANCO TIPO 1 GRAO DE OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE OURO,,PACOTE,5KG
7898055920083,ARROZ BRANCO TIPO 1 GRAO DE PRATA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO DE PRATA,,PACOTE,5KG
7896786400201,ARROZ BRANCO TIPO 1 GRAO NOBRE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GRAO NOBRE,,PACOTE,5KG
7891737985721,ARROZ BRANCO TIPO 1 GREAT VALUE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GREAT VALUE,,PACOTE,5KG
7898952025089,ARROZ BRANCO TIPO 1 GREEN VALEY PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GREEN VALEY,,PACOTE,5KG
7898902098057,ARROZ BRANCO TIPO 1 GREGO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GREGO,,PACOTE,2KG
7898902098026,ARROZ BRANCO TIPO 1 GREGO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GREGO,,PACOTE,5KG
17896063700106,ARROZ BRANCO TIPO 1 GUACIRA FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,,FARDO,5KG
7896063700123,ARROZ BRANCO TIPO 1 GUACIRA PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,,PACOTE,1KG
7896063700567,ARROZ BRANCO TIPO 1 GUACIRA PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,,PACOTE,2KG
7896063700109,ARROZ BRANCO TIPO 1 GUACIRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,,PACOTE,5KG
7896063700710,ARROZ BRANCO TIPO 1 GUACIRA SPECIALE PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,SPECIALE,PACOTE,1KG
7896063700703,ARROZ BRANCO TIPO 1 GUACIRA SPECIALE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUACIRA,SPECIALE,PACOTE,5KG
7896800400088,ARROZ BRANCO TIPO 1 GUARANI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUARANI,,PACOTE,5KG
7897954900011,ARROZ BRANCO TIPO 1 GUIDOLIN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUIDOLIN,,PACOTE,5KG
7897500200282,ARROZ BRANCO TIPO 1 GURI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GURI,,PACOTE,5KG
7896245900303,ARROZ BRANCO TIPO 1 GUTO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUTO,,PACOTE,1KG
7896245900327,ARROZ BRANCO TIPO 1 GUTO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,GUTO,,PACOTE,5KG
7898205020014,ARROZ BRANCO TIPO 1 IDA IOLANDA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IDA IOLANDA,,PACOTE,5KG
7896641000546,ARROZ BRANCO TIPO 1 IDEAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IDEAL,,PACOTE,5KG
7896056600010,ARROZ BRANCO TIPO 1 IMEMBUY PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,MEMBUY,,PACOTE,1KG
7896056600034,ARROZ BRANCO TIPO 1 IMEMBUY PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,MEMBUY,,PACOTE,5KG
7897107800090,ARROZ BRANCO TIPO 1 IMPERIAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IMPERIAL,,PACOTE,5KG
7896488502029,ARROZ BRANCO TIPO 1 INTEIRAO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,INTEIRAO,,PACOTE,1KG
7896488501015,ARROZ BRANCO TIPO 1 INTEIRAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,INTEIRAO,,PACOTE,5KG
7896490500006,ARROZ BRANCO TIPO 1 IRACEMA PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,IRACEMA,,PACOTE,2KG
7896490500013,ARROZ BRANCO TIPO 1 IRACEMA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IRACEMA,,PACOTE,5KG
7897500200244,ARROZ BRANCO TIPO 1 IRANO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,IRANO,,PACOTE,1KG
7897500200152,ARROZ BRANCO TIPO 1 IRANO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IRANO,,PACOTE,5KG
7897500200237,ARROZ BRANCO TIPO 1 IRANO PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,IRANO,PREMIUM,PACOTE,5KG
7898194481018,ARROZ BRANCO TIPO 1 ISABEL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ISABEL,,PACOTE,5KG
7896665812064,ARROZ BRANCO TIPO 1 ITALIANINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ITALIANINHO,,PACOTE,5KG
7896290301537,ARROZ BRANCO TIPO 1 ITALIANO PRATO FINO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,PRATO FINO,,PACOTE,5KG
17898574350061,ARROZ BRANCO TIPO 1 ITAOBI FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ITAOBI,,FARDO,5KG
7898574350064,ARROZ BRANCO TIPO 1 ITAOBI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ITAOBI,,PACOTE,5KG
7898116750093,ARROZ BRANCO TIPO 1 ITARARE PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,ITARARE,,PACOTE,1KG
7898116750031,ARROZ BRANCO TIPO 1 ITARARE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ITARARE,,PACOTE,5KG
7898139500019,ARROZ BRANCO TIPO 1 JABORANDI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JABORANDI,,PACOTE,5KG
7896046400453,ARROZ BRANCO TIPO 1 JAPAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JAPAO,,PACOTE,5KG
7897609502485,ARROZ BRANCO TIPO 1 JE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JE,,PACOTE,5KG
7896618100019,ARROZ BRANCO TIPO 1 JIMENEZ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JIMENEZ,,PACOTE,5KG
7898918767848,ARROZ BRANCO TIPO 1 JOANIN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOANIN,,PACOTE,5KG
7896454100433,ARROZ BRANCO TIPO 1 JOLI GOURMENT PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOLI,GOURMENT,PACOTE,5KG
7896454100440,ARROZ BRANCO TIPO 1 JOLI PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOLI,,PACOTE,1KG
7896454100150,ARROZ BRANCO TIPO 1 JOLI PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOLI,,PACOTE,2KG
7896454100112,ARROZ BRANCO TIPO 1 JOLI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOLI,,PACOTE,5KG
7896454100266,ARROZ BRANCO TIPO 1 JOLI PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOLI,PREMIUM,PACOTE,5KG
7897057600023,ARROZ BRANCO TIPO 1 JOVIRA PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOVIRA,,PACOTE,2KG
7897057600016,ARROZ BRANCO TIPO 1 JOVIRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JOVIRA,,PACOTE,5KG
7898185880035,ARROZ BRANCO TIPO 1 JR TP PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JR TP,,PACOTE,5KG
7897626300101,ARROZ BRANCO TIPO 1 JUST PILAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,JUST PILAO,,PACOTE,5KG
7896183900038,ARROZ BRANCO TIPO 1 K REND ZAELI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,K REND ZAELI,,PACOTE,5KG
7896721714059,ARROZ BRANCO TIPO 1 KARIL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KARIL,,PACOTE,5KG
7896721714066,ARROZ BRANCO TIPO 1 KARIL PREMIUM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,KARIL,PREMIUM,PACOTE,2KG
7896721721064,ARROZ BRANCO TIPO 1 KARIL PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KARIL,PREMIUM,PACOTE,5KG
7897107800052,ARROZ BRANCO TIPO 1 KARINA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KARINA,,PACOTE,5KG
7897849400015,ARROZ BRANCO TIPO 1 KASEIRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KASEIRO,,PACOTE,5KG
7897355000112,ARROZ BRANCO TIPO 1 KEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KEBRADO,,PACOTE,5KG
7896290300899,ARROZ BRANCO TIPO 1 KI PANELA 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KI PANELA,,,5KG
7896290300875,ARROZ BRANCO TIPO 1 KI PANELA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KI PANELA,,PACOTE,5KG
7897534000063,ARROZ BRANCO TIPO 1 KI PRAZER PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KI PRAZER,,PACOTE,5KG
7896084700140,ARROZ BRANCO TIPO 1 KIARROZ PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,KIARROZ,,PACOTE,1KG
7896084700119,ARROZ BRANCO TIPO 1 KIARROZ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KIARROZ,,PACOTE,5KG
7897586400040,ARROZ BRANCO TIPO 1 KIKA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KIKA,,PACOTE,5KG
7897024400403,ARROZ BRANCO TIPO 1 KLAUS PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KLAUS,,PACOTE,5KG
7897351150095,ARROZ BRANCO TIPO 1 KOMABEM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,KOMABEM,,PACOTE,2KG
7897351150071,ARROZ BRANCO TIPO 1 KOMABEM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KOMABEM,,PACOTE,5KG
7897532000195,ARROZ BRANCO TIPO 1 KOMETUDO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,KOMETUDO,,PACOTE,1KG
7897532000041,ARROZ BRANCO TIPO 1 KOMETUDO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,KOMETUDO,,PACOTE,2KG
7897532000010,ARROZ BRANCO TIPO 1 KOMETUDO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,KOMETUDO,,PACOTE,5KG
7896732400026,ARROZ BRANCO TIPO 1 LAVAPES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LAVAPES,,PACOTE,5KG
7896283511332,ARROZ BRANCO TIPO 1 LAVRADOR PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,LAVRADOR,,PACOTE,1KG
7896283511325,ARROZ BRANCO TIPO 1 LAVRADOR PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LAVRADOR,,PACOTE,5KG
7897080030101,ARROZ BRANCO TIPO 1 LEDUAN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LEDUAN,,PACOTE,5KG
7897080030606,ARROZ BRANCO TIPO 1 LEDUAN PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LEDUAN,PREMIUM,PACOTE,5KG
7898009302095,ARROZ BRANCO TIPO 1 LEVE SIM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LEVE SIM,,PACOTE,5KG
7896224600057,ARROZ BRANCO TIPO 1 LEVIES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LEVIES,,PACOTE,5KG
7899999114927,ARROZ BRANCO TIPO 1 LIBERDADE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LIBERDADE,,PACOTE,5KG
7896665812347,ARROZ BRANCO TIPO 1 LIDER DO SUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LIDER DO SUL,,PACOTE,5KG
7898191894668,ARROZ BRANCO TIPO 1 LINA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LINA,,PACOTE,5KG
7896046400316,ARROZ BRANCO TIPO 1 LOJAM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LOJAM,,PACOTE,5KG
7898931388709,ARROZ BRANCO TIPO 1 LOPES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,LOPES,,PACOTE,5KG
